Date,Open,High,Low,Close,Volume
05-08-2018,"9,175","9,175","9,086","9,117","6,221"
05-09-2018,"9,103","9,153","9,012","9,092","13,137"
05-10-2018,"9,150","9,208","8,935","8,986","4,032"
05-11-2018,"9,250","9,610","9,160","9,507","14,098"
05/14/2018,"9,507","9,597","9,499","9,573","2,114"
05/15/2018,"9,577","9,662","9,472","9,547","2,462"
05/16/2018,"9,490","9,670","9,468","9,638","2,565"
05/17/2018,"9,660","9,865","9,548","9,695","3,989"
05/18/2018,"9,708","9,850","9,650","9,689","2,990"
05/21/2018,"9,688","9,740","9,453","9,480","2,608"
05/22/2018,"9,499","9,648","9,429","9,616",899
05/23/2018,"9,636","9,705","9,617","9,635",758
05/24/2018,"9,656","9,712","9,615","9,658","1,647"
05/25/2018,"9,651","9,790","9,644","9,730","1,218"
05/28/2018,"9,711","9,782","9,628","9,669","1,222"
05/29/2018,"9,631","9,637","9,498","9,519","1,291"
05/30/2018,"9,494","9,585","9,494","9,537",953
05/31/2018,"9,550","9,795","9,550","9,658","8,532"
06-01-2018,"9,669","9,998","9,660","9,898","4,292"
06-04-2018,"9,950","9,999","9,746","9,810","52,375"
06-05-2018,"9,810","9,836","9,506","9,542","2,365"
06-06-2018,"9,545","9,800","9,545","9,757","1,762"
06-07-2018,"9,781","9,840","9,739","9,791","1,114"
06-08-2018,"9,814","9,956","9,778","9,889","2,119"
06-11-2018,"9,888","10,050","9,881","9,901","1,821"
06-12-2018,"9,988","9,988","9,825","9,839","1,854"
06/13/2018,"9,867","9,882","9,797","9,827",794
06/14/2018,"9,838","9,847","9,660","9,754","1,175"
06/15/2018,"9,761","9,799","9,678","9,736","1,667"
06/18/2018,"9,765","9,783","9,580","9,624","1,544"
06/19/2018,"9,640","9,800","9,509","9,613","3,062"
06/20/2018,"9,666","9,765","9,665","9,730","1,817"
06/21/2018,"9,750","9,913","9,659","9,842","2,465"
06/22/2018,"9,838","9,903","9,760","9,871","1,335"
06/25/2018,"9,878","10,000","9,853","9,901","1,778"
06/26/2018,"9,893","10,158","9,893","10,073","4,051"
06/27/2018,"10,082","10,190","9,942","9,992","3,204"
06/28/2018,"9,991","10,095","9,752","9,786","1,756"
06/29/2018,"9,843","9,900","9,770","9,809","1,479"
07-02-2018,"9,838","9,838","9,745","9,772",883
07-03-2018,"9,797","9,838","9,730","9,771","1,486"
07-04-2018,"9,797","9,898","9,783","9,867","2,311"
07-05-2018,"9,870","9,999","9,870","9,964","1,602"
07-06-2018,"9,959","10,058","9,933","9,949","1,417"
07-09-2018,"9,953","9,965","9,880","9,905",847
07-10-2018,"9,905","10,060","9,901","10,010","1,280"
07-11-2018,"10,010","10,290","9,953","10,167","4,361"
07-12-2018,"10,188","10,257","10,002","10,023","2,633"
07/13/2018,"10,100","10,200","10,064","10,151","1,661"
07/16/2018,"10,150","10,248","10,150","10,211","1,113"
07/17/2018,"10,215","10,574","10,210","10,532","8,464"
07/18/2018,"10,557","10,557","10,300","10,409","3,938"
07/19/2018,"10,383","10,392","10,231","10,287","1,116"
07/20/2018,"10,254","10,431","10,210","10,351","1,443"
07/23/2018,"10,500","10,500","10,345","10,416","9,587"
07/24/2018,"10,470","10,470","10,255","10,298","2,904"
07/25/2018,"10,331","10,352","10,193","10,270",924
07/26/2018,"10,222","10,350","10,200","10,318","1,125"
07/27/2018,"10,333","10,381","10,164","10,296","2,246"
07/30/2018,"10,270","10,301","10,086","10,127","1,605"
07/31/2018,"10,154","10,599","10,118","10,537","3,679"
08-01-2018,"10,600","10,888","10,557","10,805","5,032"
08-02-2018,"10,829","10,863","10,613","10,755","3,705"
08-03-2018,"10,797","10,823","10,209","10,313","11,097"
08-06-2018,"10,485","10,650","10,400","10,522","9,323"
08-07-2018,"10,565","10,648","10,500","10,531","2,558"
08-08-2018,"10,630","10,820","10,569","10,771","2,691"
08-09-2018,"10,771","10,970","10,771","10,887","24,034"
08-10-2018,"10,900","11,000","10,655","10,691","38,760"
08/13/2018,"10,800","10,916","10,695","10,836","15,261"
08/14/2018,"10,838","10,950","10,788","10,885","29,463"
08/16/2018,"10,888","10,947","10,800","10,868","1,568"
08/17/2018,"10,887","10,931","10,797","10,875","1,935"
08/20/2018,"10,888","10,948","10,844","10,877","1,800"
08/21/2018,"10,831","10,989","10,829","10,888","2,537"
08/23/2018,"10,885","11,590","10,885","11,546","15,918"
08/24/2018,"11,555","11,555","11,305","11,369","3,205"
08/27/2018,"11,395","11,521","11,300","11,335","4,940"
08/28/2018,"11,333","11,418","11,301","11,345","2,440"
08/29/2018,"11,417","11,515","11,295","11,323","3,714"
08/30/2018,"11,323","11,456","11,270","11,289","1,689"
08/31/2018,"11,335","11,668","11,335","11,577","14,797"
09-03-2018,"11,700","11,700","11,260","11,302","2,059"
09-04-2018,"11,330","11,330","10,782","10,837","4,312"
09-05-2018,"10,831","10,836","10,180","10,402","10,946"
09-06-2018,"10,452","10,555","10,243","10,337","10,635"
09-07-2018,"10,499","10,650","10,318","10,447","14,283"
09-10-2018,"10,447","10,520","10,292","10,326","4,223"
09-11-2018,"10,333","10,374","10,030","10,059","3,617"
09-12-2018,"10,046","10,460","10,040","10,371","16,828"
09/14/2018,"10,539","10,566","10,229","10,342","3,066"
09/17/2018,"10,318","10,318","10,122","10,166","2,871"
09/18/2018,"10,215","10,464","10,200","10,280","4,095"
09/19/2018,"10,499","10,499","10,135","10,153","2,014"
09/21/2018,"10,209","10,262","9,211","9,765","10,848"
09/24/2018,"9,869","9,880","9,610","9,651","4,791"
09/25/2018,"9,650","9,840","9,391","9,727","10,064"
09/26/2018,"9,850","9,850","9,544","9,707","6,494"
09/27/2018,"9,800","9,841","9,480","9,564","3,073"
09/28/2018,"9,699","9,817","9,575","9,706","4,435"
10-01-2018,"9,750","9,855","9,475","9,626","4,189"
10-03-2018,"9,625","9,625","9,323","9,344","7,146"
10-04-2018,"9,340","9,446","9,101","9,362","8,440"
10-05-2018,"9,205","9,490","9,150","9,386","6,156"
10-08-2018,"9,400","9,488","9,242","9,385","5,475"
10-09-2018,"9,400","9,581","9,250","9,487","4,683"
10-10-2018,"9,466","9,650","9,425","9,526","6,692"
10-11-2018,"9,301","9,520","9,080","9,374","5,239"
10-12-2018,"9,499","9,750","9,410","9,701","7,095"
10/15/2018,"9,724","9,724","9,551","9,666","1,848"
10/16/2018,"9,667","9,756","9,636","9,734","2,382"
10/17/2018,"9,820","9,866","9,685","9,721","3,611"
10/19/2018,"9,651","9,672","9,481","9,603","23,672"
10/22/2018,"9,730","9,849","9,601","9,647","2,110"
10/23/2018,"9,205","9,545","9,205","9,342","6,812"
10/24/2018,"9,350","9,600","9,350","9,521","31,951"
10/25/2018,"9,490","9,580","9,428","9,517","2,786"
10/26/2018,"9,561","9,700","9,462","9,540","2,825"
10/29/2018,"9,800","9,863","9,610","9,697","11,055"
10/30/2018,"9,740","9,762","9,629","9,713","10,086"
10/31/2018,"9,740","10,145","9,733","10,122","9,033"
11-01-2018,"10,329","10,329","9,902","9,956","3,647"
11-02-2018,"10,042","10,329","9,994","10,230","20,821"
11-05-2018,"10,235","10,395","10,230","10,321","3,045"
11-06-2018,"10,350","10,407","10,090","10,169","11,866"
11-07-2018,"10,168","10,256","10,100","10,236",522
11-09-2018,"10,274","10,371","10,160","10,224","1,425"
11-12-2018,"10,299","10,340","10,069","10,117","27,192"
11/13/2018,"10,140","10,236","10,096","10,165","2,397"
11/14/2018,"10,228","10,448","10,159","10,386","7,380"
11/15/2018,"10,418","10,486","10,334","10,448","4,594"
11/16/2018,"10,500","10,695","10,395","10,655","4,971"
11/19/2018,"10,671","10,777","10,165","10,360","3,561"
11/20/2018,"10,499","10,500","10,170","10,249","4,656"
11/21/2018,"10,266","10,341","10,195","10,257","1,076"
11/22/2018,"10,270","10,449","10,238","10,313","2,322"
11/26/2018,"10,358","10,538","10,301","10,450","34,056"
11/27/2018,"10,450","10,600","10,285","10,519","2,908"
11/28/2018,"10,525","10,746","10,525","10,702","51,322"
11/29/2018,"10,758","10,758","10,400","10,604","39,727"
11/30/2018,"10,660","10,800","10,595","10,719","4,339"
12-03-2018,"10,809","10,822","10,649","10,747","1,970"
12-04-2018,"10,756","10,760","10,560","10,590","1,112"
12-05-2018,"10,559","10,563","10,446","10,485","1,295"
12-06-2018,"10,440","10,440","10,246","10,304","2,244"
12-07-2018,"10,433","10,530","10,374","10,403","6,351"
12-10-2018,"10,399","10,429","10,279","10,380","3,705"
12-11-2018,"10,380","10,798","10,339","10,633","3,496"
12-12-2018,"10,603","10,876","10,603","10,826","2,552"
12/13/2018,"10,903","11,191","10,899","10,991","4,091"
12/14/2018,"10,999","11,163","10,916","10,973","2,174"
12/17/2018,"11,066","11,290","11,066","11,182","8,469"
12/18/2018,"11,187","11,279","11,026","11,093","1,566"
12/19/2018,"11,155","11,700","11,130","11,182","1,663"
12/20/2018,"11,099","11,409","11,099","11,207","2,296"
12/21/2018,"11,288","11,312","10,956","11,012","1,592"
12/24/2018,"11,119","11,219","10,849","10,931",864
12/26/2018,"10,950","10,976","10,750","10,764","3,768"
12/27/2018,"10,850","10,971","10,833","10,936","4,675"
12/28/2018,"11,009","11,288","10,960","11,236","13,721"
12/31/2018,"11,350","11,362","11,043","11,107","13,836"
01-01-2019,"11,112","11,227","10,991","11,062","6,029"
01-02-2019,"11,002","11,145","10,941","11,041","1,702"
01-03-2019,"11,133","11,499","11,050","11,191","28,106"
01-04-2019,"11,200","11,200","10,667","10,878","14,436"
01-07-2019,"10,870","10,940","10,719","10,779","5,916"
01-08-2019,"10,854","11,233","10,701","11,017","13,964"
01-09-2019,"11,107","11,277","11,087","11,252","4,675"
01-10-2019,"11,260","11,468","11,158","11,417","8,937"
01-11-2019,"11,400","11,447","11,176","11,265","1,654"
01/14/2019,"11,390","11,390","11,192","11,225","7,030"
01/15/2019,"11,252","11,332","11,202","11,287","1,254"
01/16/2019,"11,254","11,265","10,996","11,049","4,351"
01/17/2019,"11,190","11,230","11,124","11,170","1,465"
01/18/2019,"11,200","11,312","11,167","11,241","2,929"
01/21/2019,"11,322","11,322","11,164","11,232","1,762"
01/22/2019,"11,275","11,450","11,200","11,216","5,153"
01/23/2019,"11,152","11,344","11,152","11,311","1,461"
01/24/2019,"11,340","11,470","11,340","11,431","2,263"
01/25/2019,"11,470","11,507","11,294","11,344","1,314"
01/28/2019,"11,343","11,400","11,176","11,325","2,528"
01/29/2019,"11,383","11,450","11,308","11,407","1,749"
01/30/2019,"11,395","11,445","11,290","11,394","1,064"
01/31/2019,"11,115","11,560","11,115","11,470","5,711"
02-01-2019,"11,499","11,633","11,448","11,568","2,546"
02-04-2019,"11,599","11,670","11,503","11,586","2,118"
02-05-2019,"11,540","11,660","11,446","11,596","3,157"
02-06-2019,"11,666","11,672","11,470","11,598","3,621"
02-07-2019,"11,666","11,777","11,540","11,714","1,672"
02-08-2019,"11,713","11,747","11,160","11,278","6,445"
02-11-2019,"11,278","11,300","10,792","10,820","8,158"
02-12-2019,"10,780","10,852","10,617","10,799","4,110"
02/13/2019,"10,965","10,965","10,485","10,573","7,196"
02/14/2019,"10,600","10,791","10,405","10,612","6,562"
02/15/2019,"10,450","10,730","10,255","10,582","12,948"
02/18/2019,"10,590","10,590","10,187","10,344","4,599"
02/19/2019,"10,549","10,720","10,356","10,520","3,613"
02/20/2019,"10,520","10,615","10,410","10,531","1,864"
02/21/2019,"10,500","10,658","10,431","10,597","19,960"
02/22/2019,"10,535","10,710","10,535","10,687","2,069"
02/25/2019,"10,743","10,850","10,701","10,824","2,507"
02/26/2019,"10,790","10,852","10,662","10,788","2,596"
02/27/2019,"10,799","10,800","10,650","10,700","1,973"
02/28/2019,"10,746","10,762","10,558","10,627","2,829"
03-01-2019,"10,650","10,650","10,331","10,436","9,687"
03-05-2019,"10,400","10,550","10,300","10,508","9,481"
03-06-2019,"10,555","10,560","10,220","10,355","4,100"
03-07-2019,"10,331","10,357","10,161","10,197","4,098"
03-08-2019,"10,197","10,197","10,028","10,106","12,989"
03-11-2019,"10,143","10,340","10,042","10,287","4,384"
03-12-2019,"10,300","10,500","10,271","10,436","6,428"
03/13/2019,"10,530","10,730","10,500","10,692","6,125"
03/14/2019,"10,749","10,754","10,545","10,742","1,617"
03/15/2019,"10,746","10,746","10,241","10,329","4,276"
03/18/2019,"10,364","10,484","10,280","10,465","2,428"
03/19/2019,"10,465","10,720","10,421","10,677","2,394"
03/20/2019,"10,700","10,760","10,499","10,535","2,089"
03/22/2019,"10,519","10,645","10,519","10,598","1,072"
03/25/2019,"10,600","10,600","10,303","10,521","2,542"
03/26/2019,"10,550","10,769","10,533","10,695","3,608"
03/27/2019,"10,707","11,080","10,599","10,853","7,445"
03/28/2019,"10,900","11,100","10,813","11,028","5,491"
03/29/2019,"11,040","11,225","10,800","10,994","3,806"
04-01-2019,"11,000","11,107","10,830","10,896","2,201"
04-02-2019,"10,940","10,940","10,700","10,767","1,348"
04-03-2019,"10,850","11,051","10,805","11,004","2,217"
04-04-2019,"11,005","11,036","10,870","10,973",613
04-05-2019,"10,970","11,084","10,912","11,001",975
04-08-2019,"11,010","11,021","10,840","10,880","1,695"
04-09-2019,"10,881","10,881","10,735","10,788","1,305"
04-10-2019,"10,801","10,842","10,730","10,808","1,667"
04-11-2019,"10,794","10,882","10,705","10,762","1,186"
04-12-2019,"10,779","10,989","10,779","10,941","1,183"
04/15/2019,"10,975","11,091","10,899","10,965","1,241"
04/16/2019,"11,011","11,199","11,011","11,131","1,555"
04/18/2019,"11,204","11,229","10,853","10,953","1,146"
04/22/2019,"10,950","10,961","10,876","10,910",602
04/23/2019,"10,900","10,971","10,851","10,923","1,007"
04/24/2019,"10,900","11,020","10,727","10,832","1,768"
04/25/2019,"10,820","10,980","10,820","10,880",997
04/26/2019,"10,853","11,044","10,850","10,970","1,478"
04/30/2019,"10,879","10,955","10,850","10,903","1,337"
05-02-2019,"10,900","10,900","10,550","10,604","11,652"
05-03-2019,"10,601","10,636","10,389","10,502","1,839"
05-06-2019,"10,401","10,486","10,323","10,389","1,588"
05-07-2019,"10,498","10,597","10,400","10,472",993
05-08-2019,"10,472","10,560","10,284","10,306","21,490"
05-09-2019,"10,320","10,410","10,222","10,357","1,707"
05-10-2019,"10,410","10,436","10,153","10,238","2,328"
05/13/2019,"10,199","10,432","10,199","10,317","12,168"
05/14/2019,"10,317","10,317","10,126","10,215","2,479"
05/15/2019,"10,386","10,502","10,225","10,281","20,756"
05/16/2019,"10,333","10,391","10,257","10,284","1,322"
05/17/2019,"10,310","10,523","10,270","10,453","2,524"
05/20/2019,"10,601","10,888","10,583","10,781","3,696"
05/21/2019,"10,990","10,990","10,532","10,596","2,492"
05/22/2019,"10,626","10,780","10,611","10,690","2,177"
05/23/2019,"10,821","10,989","10,688","10,764","9,884"
05/24/2019,"10,949","10,949","10,611","10,692","1,901"
05/27/2019,"10,701","11,055","10,701","11,008","9,439"
05/28/2019,"11,036","11,170","10,953","11,148","3,593"
05/29/2019,"11,050","11,265","11,001","11,180","2,802"
05/30/2019,"11,176","11,341","11,176","11,291","1,981"
05/31/2019,"11,320","11,526","11,320","11,487","3,361"
06-03-2019,"11,500","11,704","11,487","11,692","3,793"
06-04-2019,"11,694","11,694","11,427","11,526","3,345"
06-06-2019,"11,583","11,666","11,552","11,600","1,620"
06-07-2019,"11,615","11,631","11,452","11,509","3,394"
06-10-2019,"11,512","11,820","11,453","11,747","2,775"
06-11-2019,"11,750","11,820","11,519","11,641","6,302"
06-12-2019,"11,641","11,760","11,531","11,714","3,891"
06/13/2019,"11,670","11,671","11,573","11,609","5,882"
06/14/2019,"11,625","11,722","11,452","11,490","1,366"
06/17/2019,"11,555","11,616","11,430","11,472","21,913"
06/18/2019,"11,525","11,545","11,305","11,455","1,833"
06/19/2019,"11,500","11,645","11,465","11,614","1,254"
06/20/2019,"11,650","11,750","11,500","11,718","1,436"
06/21/2019,"11,700","11,782","11,535","11,596","1,301"
06/24/2019,"11,616","11,751","11,616","11,709",790
06/25/2019,"11,666","11,718","11,618","11,705",609
06/26/2019,"11,705","11,948","11,675","11,801","8,985"
06/27/2019,"11,857","11,857","11,686","11,810","46,423"
06/28/2019,"11,849","11,940","11,759","11,921","2,109"
07-01-2019,"11,949","12,026","11,820","11,852","1,819"
07-02-2019,"11,898","11,999","11,802","11,966","1,316"
07-03-2019,"11,965","11,986","11,787","11,809","1,197"
07-04-2019,"11,844","11,959","11,844","11,880",525
07-05-2019,"11,959","11,998","11,844","11,954",975
07-08-2019,"11,929","11,929","11,763","11,801","1,060"
07-09-2019,"11,757","11,805","11,650","11,686","1,009"
07-10-2019,"11,652","11,797","11,530","11,555","9,688"
07-11-2019,"11,576","11,594","11,475","11,497","9,383"
07-12-2019,"11,567","11,715","11,511","11,679","1,978"
07/15/2019,"11,681","11,693","11,466","11,484",992
07/16/2019,"11,525","11,720","11,489","11,697","1,159"
07/17/2019,"11,666","11,742","11,618","11,699",461
07/18/2019,"11,706","11,740","11,547","11,583","1,609"
07/19/2019,"11,646","11,719","11,512","11,553",851
07/22/2019,"11,500","11,571","11,271","11,318","1,563"
07/23/2019,"11,317","11,680","11,317","11,468","1,796"
07/24/2019,"11,508","11,603","11,303","11,480","1,001"
07/25/2019,"11,522","11,656","11,450","11,492","1,370"
07/26/2019,"11,539","11,664","11,470","11,620","1,059"
07/29/2019,"11,619","11,682","11,477","11,622","3,357"
07/30/2019,"11,660","11,695","11,500","11,531",837
07/31/2019,"11,531","11,730","11,407","11,672",959
08-01-2019,"11,680","11,680","11,449","11,544","1,050"
08-02-2019,"11,520","11,525","11,300","11,428","15,613"
08-05-2019,"11,580","11,912","11,545","11,727","3,186"
08-06-2019,"11,740","11,995","11,717","11,832","2,699"
08-07-2019,"11,869","11,909","11,750","11,772","1,518"
08-08-2019,"11,822","11,934","11,785","11,844","6,426"
08-09-2019,"11,879","12,266","11,700","11,982","5,304"
08/13/2019,"12,000","12,190","11,807","11,872","2,899"
08/14/2019,"11,938","12,154","11,872","12,031","1,861"
08/16/2019,"12,099","12,099","11,934","12,011",915
08/19/2019,"12,007","12,250","12,007","12,059","1,158"
08/20/2019,"12,072","12,143","11,928","11,963","1,518"
08/21/2019,"11,970","12,635","11,970","12,587","12,696"
08/22/2019,"12,650","12,796","12,411","12,459","3,912"
08/23/2019,"12,453","12,521","12,279","12,451","1,818"
08/26/2019,"12,566","12,592","12,235","12,391","2,338"
08/27/2019,"12,395","12,543","12,350","12,473","1,245"
08/28/2019,"12,440","12,851","12,425","12,515","3,248"
08/29/2019,"12,620","12,887","12,620","12,714","7,537"
08/30/2019,"12,764","12,946","12,569","12,850","3,749"
09-03-2019,"12,850","12,895","12,607","12,684","2,253"
09-04-2019,"12,711","12,785","12,350","12,465","4,514"
09-05-2019,"12,581","12,669","12,515","12,604","1,895"
09-06-2019,"12,355","12,715","12,355","12,572","2,879"
09-09-2019,"12,600","12,877","12,600","12,842","1,819"
09-11-2019,"12,830","12,830","12,664","12,757","1,393"
09-12-2019,"12,757","12,829","12,525","12,567","2,025"
09/13/2019,"12,658","12,717","12,510","12,696","6,041"
09/16/2019,"12,690","12,865","12,617","12,843","1,633"
09/17/2019,"12,800","12,848","12,709","12,763","1,948"
09/18/2019,"12,786","12,895","12,650","12,870","1,157"
09/19/2019,"12,822","12,888","12,635","12,699","1,776"
09/20/2019,"12,694","13,620","12,541","13,502","11,183"
09/23/2019,"13,532","14,300","13,400","13,670","8,594"
09/24/2019,"13,710","13,710","13,325","13,431","2,684"
09/25/2019,"13,430","13,504","13,315","13,463","1,765"
09/26/2019,"13,563","14,128","13,550","13,945","7,359"
09/27/2019,"13,800","13,898","13,600","13,742","4,695"
09/30/2019,"13,742","13,990","13,683","13,913","1,624"
10-01-2019,"13,939","13,939","13,630","13,678","2,278"
10-03-2019,"13,699","13,740","13,579","13,711","1,047"
10-04-2019,"13,710","13,779","13,338","13,455","2,132"
10-07-2019,"13,522","13,691","13,464","13,600","2,051"
10-09-2019,"13,650","13,908","13,600","13,876","2,222"
10-10-2019,"13,813","13,866","13,700","13,840","1,554"
10-11-2019,"13,840","14,060","13,840","14,039","3,041"
10/14/2019,"14,100","14,215","14,040","14,174","2,260"
10/15/2019,"14,175","14,198","13,712","14,081","4,001"
10/16/2019,"14,088","14,410","14,088","14,349","2,281"
10/17/2019,"14,415","14,607","14,161","14,513","8,340"
10/18/2019,"14,510","14,922","14,392","14,838","3,148"
10/22/2019,"14,921","15,113","14,840","15,039","7,240"
10/23/2019,"15,099","15,120","14,932","14,982","2,339"
10/24/2019,"15,022","15,022","14,626","14,677","2,253"
10/25/2019,"14,746","14,898","14,472","14,795","5,325"
10/29/2019,"14,911","14,911","14,509","14,675","7,471"
10/30/2019,"14,765","14,999","14,765","14,959","2,084"
10/31/2019,"15,035","15,150","14,798","14,961","2,179"
11-01-2019,"14,965","15,069","14,892","14,964",814
11-04-2019,"15,022","15,078","14,800","14,817",805
11-05-2019,"14,836","14,859","14,606","14,650","1,745"
11-06-2019,"14,680","14,811","14,595","14,652","2,279"
11-07-2019,"14,688","14,784","14,558","14,720","3,754"
11-08-2019,"14,714","14,839","14,399","14,475","2,747"
11-11-2019,"14,500","14,579","14,050","14,108","3,808"
11/13/2019,"14,128","14,329","14,064","14,235","2,811"
11/14/2019,"14,262","14,281","14,101","14,237","1,271"
11/15/2019,"14,201","14,435","14,166","14,297","4,022"
11/18/2019,"14,321","14,321","14,054","14,082","5,696"
11/19/2019,"14,155","14,199","14,022","14,107","1,138"
11/20/2019,"14,111","14,288","13,990","14,227","5,108"
11/21/2019,"14,230","14,271","14,129","14,168","1,252"
11/22/2019,"14,252","14,291","14,108","14,171",803
11/25/2019,"14,269","14,515","14,180","14,489","1,364"
11/26/2019,"14,487","14,599","14,241","14,532","1,772"
11/27/2019,"14,550","14,669","14,514","14,586","1,546"
11/28/2019,"14,600","14,700","14,574","14,663","10,055"
11/29/2019,"14,660","14,680","14,415","14,456","10,105"
12-02-2019,"14,460","14,625","14,299","14,553","1,495"
12-03-2019,"14,563","14,563","14,300","14,338","1,602"
12-04-2019,"14,325","14,362","14,201","14,300",769
12-05-2019,"14,401","14,411","14,230","14,282",661
12-06-2019,"14,296","14,307","14,150","14,160",562
12-09-2019,"14,160","14,267","14,008","14,237",852
12-10-2019,"14,211","14,241","14,040","14,096","4,810"
12-11-2019,"14,103","14,155","14,020","14,068","10,662"
12-12-2019,"14,114","14,220","14,082","14,170",928
12/13/2019,"14,244","14,373","14,015","14,314","1,445"
12/16/2019,"14,305","14,422","14,134","14,153","1,168"
12/17/2019,"14,151","14,233","14,088","14,145","1,037"
12/18/2019,"14,159","14,279","14,054","14,216","1,617"
12/19/2019,"14,214","14,300","14,100","14,281",962
12/20/2019,"14,244","14,980","14,244","14,833","5,258"
12/23/2019,"14,899","14,994","14,490","14,527","2,826"
12/24/2019,"14,550","14,610","14,490","14,587","1,563"
12/26/2019,"14,582","14,700","14,550","14,599",973
12/27/2019,"14,599","14,680","14,583","14,652",535
12/30/2019,"14,652","14,903","14,620","14,867","1,453"
12/31/2019,"14,890","14,917","14,701","14,790","1,016"
01-01-2020,"14,820","14,838","14,720","14,778",646
01-02-2020,"14,869","14,869","14,700","14,725","1,399"
01-03-2020,"14,756","14,756","14,526","14,597","23,054"
01-06-2020,"14,575","14,575","14,275","14,409","3,425"
01-07-2020,"14,497","14,528","14,255","14,290","1,818"
01-08-2020,"14,250","14,416","14,120","14,388","1,655"
01-09-2020,"14,536","14,680","14,457","14,645","2,214"
01-10-2020,"14,690","14,713","14,588","14,685","1,080"
01/13/2020,"14,728","14,735","14,604","14,662",747
01/14/2020,"14,662","14,900","14,615","14,869","1,388"
01/15/2020,"14,868","14,950","14,738","14,868",874
01/16/2020,"14,869","15,399","14,860","15,347","5,450"
01/17/2020,"15,399","15,599","15,365","15,441","2,271"
01/20/2020,"15,436","15,475","15,311","15,420","1,805"
01/21/2020,"15,420","15,500","15,253","15,280","1,306"
01/22/2020,"15,354","15,585","15,315","15,544","1,630"
01/23/2020,"15,477","15,621","15,465","15,555","5,700"
01/24/2020,"15,533","15,855","15,519","15,750","1,455"
01/27/2020,"15,717","15,855","15,569","15,671","1,392"
01/28/2020,"15,684","15,696","15,381","15,414","1,916"
01/29/2020,"15,547","15,900","15,444","15,870","1,619"
01/30/2020,"15,870","15,870","15,483","15,503","1,669"
01/31/2020,"15,599","15,600","15,315","15,361","1,518"
02-03-2020,"15,452","16,502","15,452","16,302","17,589"
02-04-2020,"16,370","16,500","16,136","16,453","2,561"
02-05-2020,"16,499","16,499","16,257","16,374","2,937"
02-06-2020,"16,385","16,548","16,166","16,286","2,355"
02-07-2020,"16,288","16,383","16,202","16,306","1,32,010"
02-10-2020,"16,309","16,343","16,119","16,168","1,383"
02-11-2020,"16,298","16,318","15,960","15,995","1,341"
02-12-2020,"16,097","16,472","15,975","16,290","3,465"
02/13/2020,"16,350","16,455","16,290","16,418","5,551"
02/14/2020,"16,520","16,753","16,247","16,351","5,972"
02/17/2020,"16,400","16,632","16,370","16,575","9,955"
02/18/2020,"16,555","16,565","16,375","16,401","2,500"
02/19/2020,"16,506","16,840","16,489","16,776","2,958"
02/20/2020,"16,775","16,775","16,515","16,544","2,556"
02/24/2020,"16,500","16,549","16,305","16,340","2,796"
02/25/2020,"16,341","16,532","16,312","16,366","1,273"
02/26/2020,"16,435","16,496","16,155","16,260","2,668"
02/27/2020,"16,332","16,340","16,050","16,262","10,973"
02/28/2020,"16,100","16,119","15,680","15,771","6,051"
03-02-2020,"15,900","16,316","15,871","16,120","5,105"
03-03-2020,"16,190","16,495","16,159","16,354","4,981"
03-04-2020,"16,360","16,627","16,027","16,538","2,789"
03-05-2020,"16,567","16,834","16,485","16,568","2,476"
03-06-2020,"16,470","16,549","16,244","16,427","2,458"
03-09-2020,"16,301","16,353","15,717","16,054","4,522"
03-11-2020,"16,050","16,220","15,785","16,056","2,168"
03-12-2020,"15,822","15,874","15,044","15,619","7,632"
03/13/2020,"15,600","15,683","14,100","14,976","9,688"
03/16/2020,"15,000","15,450","13,500","14,353","8,487"
03/17/2020,"14,694","14,849","14,271","14,542","6,061"
03/18/2020,"14,540","14,606","13,391","13,513","24,933"
03/19/2020,"13,400","13,464","12,589","13,109","8,600"
03/20/2020,"13,430","14,426","13,206","14,149","7,765"
03/23/2020,"13,300","13,750","12,780","12,935","8,625"
03/24/2020,"13,210","14,075","12,850","13,555","6,306"
03/25/2020,"13,000","14,500","13,000","14,432","4,192"
03/26/2020,"14,890","15,643","14,060","15,036","3,829"
03/27/2020,"15,500","15,510","14,824","15,091","5,481"
03/30/2020,"15,110","15,861","14,756","15,684","4,156"
03/31/2020,"15,850","16,421","15,726","16,302","3,007"
04-01-2020,"16,380","16,459","15,505","15,669","2,549"
04-03-2020,"15,706","15,862","14,989","15,151","6,830"
04-07-2020,"15,500","17,178","15,480","17,023","8,813"
04-08-2020,"16,998","17,521","16,576","16,848","4,200"
04-09-2020,"17,326","17,519","16,596","16,844","5,835"
04/13/2020,"17,000","17,000","16,420","16,614","2,690"
04/15/2020,"16,659","17,384","16,659","17,323","3,319"
04/16/2020,"17,320","17,999","17,130","17,885","4,689"
04/17/2020,"18,301","18,301","17,231","17,322","4,499"
04/20/2020,"17,499","17,499","16,915","16,971","3,186"
04/21/2020,"16,890","17,233","16,715","16,997","2,313"
04/22/2020,"17,200","17,682","16,855","17,639","3,878"
04/23/2020,"17,698","17,790","17,321","17,412","2,810"
04/24/2020,"17,355","17,800","17,328","17,378","2,934"
04/27/2020,"17,401","18,000","17,401","17,954","2,448"
04/28/2020,"17,970","18,000","17,510","17,567","3,067"
04/29/2020,"17,699","17,727","17,417","17,496","2,177"
04/30/2020,"17,611","17,999","17,574","17,906","3,638"
